"预测结果","真实结果"
12088354.971834658,2886707
12088354.971834658,1704310
12088354.971834658,16939886
12088354.971834658,8229
12088354.971834658,201140
12088354.971834658,0
12088354.971834658,69918616
12088354.971834658,6396615
12088354.971834658,150463
12088354.971834658,13073172
12088354.971834658,39131866
12088354.971834658,8879
12088354.971834658,2802266
12088354.971834658,3607783
12088354.971834658,10020085
12088354.971834658,8494529
12088354.971834658,9630591
12088354.971834658,61037
12088354.971834658,0
12088354.971834658,4143457
12088354.971834658,1120622
12088354.971834658,0
12088354.971834658,1276817
12088354.971834658,12484870
12088354.971834658,46201212
12088354.971834658,469721
12088354.971834658,7499173
12088354.971834658,3133882
12088354.971834658,35060945
12088354.971834658,13671448
12088354.971834658,51162166
12088354.971834658,0
12088354.971834658,203888
12088354.971834658,25954353
12088354.971834658,3711337
12088354.971834658,5826983
12088354.971834658,9770284
12088354.971834658,0
12088354.971834658,7379630
12088354.971834658,0
12088354.971834658,39640652
12088354.971834658,44107782
12088354.971834658,3857758
12088354.971834658,3631459
12088354.971834658,367699
12088354.971834658,6855987
12088354.971834658,3659902
12088354.971834658,379937
12088354.971834658,14977470
12088354.971834658,17073179
12088354.971834658,36450349
12088354.971834658,13939027
12088354.971834658,2904488
12088354.971834658,1760801
12088354.971834658,2946219
12088354.971834658,13690387
12088354.971834658,26609769
12088354.971834658,0
12088354.971834658,0
12088354.971834658,0
12088354.971834658,11330329
12088354.971834658,523428
12088354.971834658,403446834
12088354.971834658,346785
12088354.971834658,0
12088354.971834658,7054666
12088354.971834658,3086730
12088354.971834658,17668
12088354.971834658,1556781
12088354.971834658,0
12088354.971834658,10831581
12088354.971834658,1500478
12088354.971834658,1068298
12088354.971834658,139562
12088354.971834658,25034064
12088354.971834658,0
12088354.971834658,419999
12088354.971834658,14172315
12088354.971834658,2825254
12088354.971834658,18924885
12088354.971834658,0
12088354.971834658,5005152
12088354.971834658,3876435
12088354.971834658,5313625
12088354.971834658,3663193
12088354.971834658,9489904
12088354.971834658,144107
12088354.971834658,15578902
12088354.971834658,12611497
12088354.971834658,2533707
12088354.971834658,735543
12088354.971834658,0
12088354.971834658,605660
12088354.971834658,0
12088354.971834658,11981754
12088354.971834658,152146974
12088354.971834658,10639093
12088354.971834658,1792414
12088354.971834658,0
12088354.971834658,7349184
12088354.971834658,1945794
12088354.971834658,481975
12088354.971834658,0
12088354.971834658,8222481
12088354.971834658,0
12088354.971834658,5437312
12088354.971834658,0
12088354.971834658,5756186
12088354.971834658,1297529
12088354.971834658,0
12088354.971834658,28501
12088354.971834658,522505
12088354.971834658,1343000
12088354.971834658,3675194
12088354.971834658,0
12088354.971834658,9877797
12088354.971834658,374422
12088354.971834658,9553943
12088354.971834658,1053091
12088354.971834658,8522072
12088354.971834658,4241394
12088354.971834658,6078830
12088354.971834658,99442442
12088354.971834658,33192322
12088354.971834658,3766198
12088354.971834658,1256899
12088354.971834658,9433154
12088354.971834658,208913
12088354.971834658,43641515
12088354.971834658,0
12088354.971834658,18592
12088354.971834658,10301537
12088354.971834658,2853358
12088354.971834658,49202
12088354.971834658,51615553
12088354.971834658,7435590
12088354.971834658,155062
12088354.971834658,117946
12088354.971834658,1437222
12088354.971834658,23693238
12088354.971834658,3513159
12088354.971834658,5903000
12088354.971834658,55280162
12088354.971834658,0
12088354.971834658,21012490
12088354.971834658,8208391
12088354.971834658,0
12088354.971834658,2680066
12088354.971834658,0
12088354.971834658,0
12088354.971834658,23867798
12088354.971834658,0
12088354.971834658,0
12088354.971834658,9896527
12088354.971834658,595289
12088354.971834658,3640440
12088354.971834658,28218400
12088354.971834658,0
12088354.971834658,7510096
12088354.971834658,0
12088354.971834658,2593446
12088354.971834658,144426
12088354.971834658,3591391
12088354.971834658,758960
12088354.971834658,14297728
12088354.971834658,0
12088354.971834658,62981
12088354.971834658,18521
12088354.971834658,0
12088354.971834658,10506554
12088354.971834658,138704
12088354.971834658,516825
12088354.971834658,0
12088354.971834658,4964924
12088354.971834658,2989207
12088354.971834658,12623934
12088354.971834658,18816196
12088354.971834658,1232772
12088354.971834658,73549712
12088354.971834658,1825859
12088354.971834658,6629411
12088354.971834658,2069188
12088354.971834658,2026118
12088354.971834658,176807
12088354.971834658,252074
12088354.971834658,8399547
12088354.971834658,21969290
12088354.971834658,0
12088354.971834658,22707293
12088354.971834658,163269
12088354.971834658,0
12088354.971834658,41729
12088354.971834658,4047760
12088354.971834658,4929006
12088354.971834658,0
12088354.971834658,19378475
12088354.971834658,0
12088354.971834658,0
12088354.971834658,9164505
12088354.971834658,3097063
12088354.971834658,1138575
12088354.971834658,0
12088354.971834658,0
12088354.971834658,0
12088354.971834658,1165823
12088354.971834658,0
12088354.971834658,16927254
12088354.971834658,0
12088354.971834658,35855384
12088354.971834658,35182473
12088354.971834658,1443947
12088354.971834658,0
12088354.971834658,15746764
12088354.971834658,822570
12088354.971834658,1618462
12088354.971834658,61172
12088354.971834658,16528363
12088354.971834658,59844950
12088354.971834658,34234542
12088354.971834658,5374554
12088354.971834658,966589
12088354.971834658,204112
12088354.971834658,2978562
12088354.971834658,3563948
12088354.971834658,30183640
12088354.971834658,535733
12088354.971834658,0
12088354.971834658,17993313
12088354.971834658,17777736
12088354.971834658,7882797
12088354.971834658,11649225
12088354.971834658,39568391
12088354.971834658,251062
12088354.971834658,2252293
12088354.971834658,46356482
12088354.971834658,12820691
12088354.971834658,1155951
12088354.971834658,5797651
12088354.971834658,39094286
12088354.971834658,7853773
12088354.971834658,17245652
12088354.971834658,167745
12088354.971834658,3631430
12088354.971834658,8745503
12088354.971834658,12012519
12088354.971834658,0
12088354.971834658,2562874
12088354.971834658,666295
12088354.971834658,5377637
12088354.971834658,17557390
12088354.971834658,0
12088354.971834658,10880768
12088354.971834658,17787422
12088354.971834658,2209420
12088354.971834658,0
12088354.971834658,216352
12088354.971834658,29204
12088354.971834658,823440
12088354.971834658,7560258
12088354.971834658,2774330
12088354.971834658,49247869
12088354.971834658,16315947
12088354.971834658,14455398
12088354.971834658,0
12088354.971834658,4950106
12088354.971834658,1049724
12088354.971834658,27280271
12088354.971834658,0
12088354.971834658,373819
12088354.971834658,30873385
12088354.971834658,0
12088354.971834658,32342733
12088354.971834658,217028
12088354.971834658,2044291
12088354.971834658,0
12088354.971834658,9682723
12088354.971834658,26123334
12088354.971834658,15505794
12088354.971834658,8161653
12088354.971834658,751327
12088354.971834658,1482550
12088354.971834658,2984225
12088354.971834658,760142
12088354.971834658,2154464
12088354.971834658,0
12088354.971834658,2980934
12088354.971834658,8646281
12088354.971834658,0
12088354.971834658,186681
12088354.971834658,466137
12088354.971834658,0
12088354.971834658,444063
12088354.971834658,0
12088354.971834658,16737854
12088354.971834658,23832476
12088354.971834658,1149932
12088354.971834658,202916718
12088354.971834658,1482763
12088354.971834658,3319266
12088354.971834658,0
12088354.971834658,5014225
12088354.971834658,124204
12088354.971834658,1065997
12088354.971834658,3580159
12088354.971834658,598941
12088354.971834658,0
12088354.971834658,0
12088354.971834658,2075981
12088354.971834658,42461
12088354.971834658,2228948
12088354.971834658,0
12088354.971834658,0
12088354.971834658,2078687
12088354.971834658,5963225
12088354.971834658,0
12088354.971834658,1715758
12088354.971834658,24415264
12088354.971834658,1357372
12088354.971834658,0
12088354.971834658,0
12088354.971834658,8817721
12088354.971834658,53500383
12088354.971834658,0
12088354.971834658,507433
12088354.971834658,4258562
12088354.971834658,71512406
12088354.971834658,0
12088354.971834658,0
12088354.971834658,1111427
12088354.971834658,5868256
12088354.971834658,1220259
12088354.971834658,578645
12088354.971834658,3986143
12088354.971834658,0
12088354.971834658,0
12088354.971834658,0
12088354.971834658,3991209
12088354.971834658,19678601
12088354.971834658,5916081
12088354.971834658,709686
12088354.971834658,2369641
12088354.971834658,0
12088354.971834658,10410392
12088354.971834658,8001394
12088354.971834658,2319502
12088354.971834658,24177
12088354.971834658,10919864
12088354.971834658,9175916
12088354.971834658,0
12088354.971834658,3815346
12088354.971834658,593510
12088354.971834658,107000
12088354.971834658,350623
12088354.971834658,3833423
12088354.971834658,0
12088354.971834658,20065164
12088354.971834658,0
12088354.971834658,84727819
12088354.971834658,6785285
12088354.971834658,193097
12088354.971834658,0
12088354.971834658,266991
12088354.971834658,468423
12088354.971834658,2236168
12088354.971834658,1134967
12088354.971834658,0
12088354.971834658,3951882
12088354.971834658,70712367
12088354.971834658,13165149
12088354.971834658,5032713
12088354.971834658,1464654
12088354.971834658,643126
12088354.971834658,8038962
12088354.971834658,6436012
12088354.971834658,9402
12088354.971834658,223185
12088354.971834658,3489433
12088354.971834658,19697411
12088354.971834658,318230
12088354.971834658,19805868
12088354.971834658,0
12088354.971834658,10967658
12088354.971834658,22749430
12088354.971834658,0
12088354.971834658,1439602
12088354.971834658,0
12088354.971834658,14317082
12088354.971834658,19162494
12088354.971834658,22493982
12088354.971834658,4795035
12088354.971834658,1395679
12088354.971834658,13502964
12088354.971834658,1137672
12088354.971834658,59285708
12088354.971834658,40065787
12088354.971834658,66297
12088354.971834658,1409232
12088354.971834658,1104147
12088354.971834658,43725111
12088354.971834658,75438
12088354.971834658,0
12088354.971834658,1131489
12088354.971834658,38056253
12088354.971834658,0
12088354.971834658,212765539
12088354.971834658,13353935
12088354.971834658,4189351
12088354.971834658,1449442
12088354.971834658,6612545
12088354.971834658,40136
12088354.971834658,0
12088354.971834658,0
12088354.971834658,1131935
12088354.971834658,91152
12088354.971834658,10677455
12088354.971834658,82008745
12088354.971834658,0
12088354.971834658,8900307
12088354.971834658,0
12088354.971834658,24525
12088354.971834658,0
12088354.971834658,93825123
12088354.971834658,0
12088354.971834658,79042166
12088354.971834658,15343026
12088354.971834658,4520776
12088354.971834658,6422
12088354.971834658,0
12088354.971834658,5578549
12088354.971834658,15308677
12088354.971834658,13323393
12088354.971834658,7596031
12088354.971834658,974697
12088354.971834658,5006756
12088354.971834658,208128
12088354.971834658,1568015
12088354.971834658,2205614
12088354.971834658,0
12088354.971834658,11997743
12088354.971834658,1082324
12088354.971834658,8582427
12088354.971834658,0
12088354.971834658,17829046
12088354.971834658,0
12088354.971834658,6760150
12088354.971834658,10444143
12088354.971834658,5239687
12088354.971834658,42766902
12088354.971834658,5208885
12088354.971834658,54378
12088354.971834658,8892483
12088354.971834658,9605765
12088354.971834658,11818898
12088354.971834658,8950992
12088354.971834658,40116998
12088354.971834658,22105251
12088354.971834658,2514562
12088354.971834658,3053749
12088354.971834658,6458158
12088354.971834658,3450194
12088354.971834658,0
12088354.971834658,32028661
12088354.971834658,13467121
12088354.971834658,2462
12088354.971834658,5095211
12088354.971834658,477594
12088354.971834658,3237070
12088354.971834658,0
12088354.971834658,32924
12088354.971834658,3329467
12088354.971834658,1319716
12088354.971834658,43466227
12088354.971834658,31527412
12088354.971834658,0
12088354.971834658,0
12088354.971834658,3538366
12088354.971834658,0
12088354.971834658,5703109
12088354.971834658,29132843
12088354.971834658,0
12088354.971834658,0
12088354.971834658,12153455
12088354.971834658,16006
12088354.971834658,0
12088354.971834658,0
12088354.971834658,7229032
12088354.971834658,2098507
12088354.971834658,31634715
12088354.971834658,3676520
12088354.971834658,5010476
12088354.971834658,0
12088354.971834658,5914695
12088354.971834658,5646529
12088354.971834658,48020338
12088354.971834658,32201
12088354.971834658,17255810
12088354.971834658,3104252
12088354.971834658,1866086
12088354.971834658,75035
12088354.971834658,6697322
12088354.971834658,0
12088354.971834658,6292184
12088354.971834658,0
12088354.971834658,7731567
12088354.971834658,0
12088354.971834658,397217
12088354.971834658,4822667
12088354.971834658,37732549
12088354.971834658,0
12088354.971834658,31771594
12088354.971834658,2001173
12088354.971834658,12823891
12088354.971834658,59424
12088354.971834658,2124858
12088354.971834658,14174399
12088354.971834658,2371935
12088354.971834658,51720429
12088354.971834658,22477527
12088354.971834658,2709423
12088354.971834658,42627794
12088354.971834658,4705
12088354.971834658,4600
12088354.971834658,1155904
12088354.971834658,894579
12088354.971834658,605836
12088354.971834658,0
12088354.971834658,5515229
12088354.971834658,1055569
12088354.971834658,808657
12088354.971834658,0
12088354.971834658,9609983
12088354.971834658,1272815
12088354.971834658,0
12088354.971834658,0
12088354.971834658,10872631
12088354.971834658,35831
12088354.971834658,105606478
12088354.971834658,1500524
12088354.971834658,19205806
12088354.971834658,0
12088354.971834658,3291699
12088354.971834658,0
12088354.971834658,10263355
12088354.971834658,163374
12088354.971834658,1585925
12088354.971834658,732177
12088354.971834658,29037172
12088354.971834658,27904693
12088354.971834658,1050248
12088354.971834658,4223531
12088354.971834658,0
12088354.971834658,2624191
12088354.971834658,0
12088354.971834658,52330
12088354.971834658,0
12088354.971834658,0
12088354.971834658,0
12088354.971834658,2019608
12088354.971834658,16171963
12088354.971834658,3054304
12088354.971834658,13652399
12088354.971834658,0
12088354.971834658,6033461
12088354.971834658,146566987
12088354.971834658,2297193
12088354.971834658,5002879
12088354.971834658,11583418
12088354.971834658,20540388
12088354.971834658,0
12088354.971834658,47587954
12088354.971834658,0
12088354.971834658,9045868
12088354.971834658,2067175
12088354.971834658,1319141
12088354.971834658,4674958
12088354.971834658,6159524
12088354.971834658,8237337
12088354.971834658,0
12088354.971834658,8080838
12088354.971834658,976308
12088354.971834658,1731924
12088354.971834658,0
12088354.971834658,18028590
12088354.971834658,684078
12088354.971834658,2134387
12088354.971834658,207100
12088354.971834658,19229100
12088354.971834658,8634096
12088354.971834658,929149
12088354.971834658,4325349
12088354.971834658,27487
12088354.971834658,0
12088354.971834658,2764
12088354.971834658,29636675
12088354.971834658,426218
12088354.971834658,3616320
12088354.971834658,1437550
12088354.971834658,0
12088354.971834658,10018682
12088354.971834658,0
12088354.971834658,8506975
12088354.971834658,37604668
12088354.971834658,11552977
12088354.971834658,5652482
12088354.971834658,2654736
12088354.971834658,21858503
12088354.971834658,58889284
12088354.971834658,13537248
12088354.971834658,9538326
12088354.971834658,25504632
12088354.971834658,0
12088354.971834658,0
12088354.971834658,133833832
12088354.971834658,9709700
12088354.971834658,50986
12088354.971834658,1580554
12088354.971834658,0
12088354.971834658,0
12088354.971834658,16369436
12088354.971834658,3109488
12088354.971834658,7456800
12088354.971834658,249394
12088354.971834658,9177355
12088354.971834658,6338515
12088354.971834658,242779
12088354.971834658,31660766
12088354.971834658,0
12088354.971834658,19829634
12088354.971834658,18796935
12088354.971834658,3092304
12088354.971834658,51594807
12088354.971834658,1993072
12088354.971834658,32227181
12088354.971834658,0
12088354.971834658,1552502
12088354.971834658,0
12088354.971834658,25007579
12088354.971834658,0
12088354.971834658,0
12088354.971834658,0
12088354.971834658,36388488
12088354.971834658,2495301
12088354.971834658,2417159
12088354.971834658,10807753
12088354.971834658,0
12088354.971834658,17292672
12088354.971834658,771804
12088354.971834658,13106913
12088354.971834658,1800455
12088354.971834658,8892576
12088354.971834658,1205269
12088354.971834658,1070727
12088354.971834658,63486
12088354.971834658,5499859
12088354.971834658,10634844
12088354.971834658,6243142
12088354.971834658,58958999
12088354.971834658,1837650
12088354.971834658,3547539
12088354.971834658,0
12088354.971834658,72291979
12088354.971834658,9861733
12088354.971834658,0
12088354.971834658,0
12088354.971834658,170447
12088354.971834658,2547780
12088354.971834658,50247108
12088354.971834658,18656275
12088354.971834658,0
12088354.971834658,0
12088354.971834658,0
12088354.971834658,10082414
12088354.971834658,48
12088354.971834658,15285023
12088354.971834658,1789588
12088354.971834658,15944188
12088354.971834658,76213821
12088354.971834658,61816523
12088354.971834658,1944296
12088354.971834658,63352753
12088354.971834658,933162
12088354.971834658,18064062
12088354.971834658,0
12088354.971834658,98305100
12088354.971834658,702019
12088354.971834658,10138023
12088354.971834658,815
12088354.971834658,0
12088354.971834658,9203970
12088354.971834658,760614
12088354.971834658,35879583
12088354.971834658,858085
12088354.971834658,0
12088354.971834658,12
12088354.971834658,20705891
12088354.971834658,0
12088354.971834658,16094982
12088354.971834658,27262181
12088354.971834658,0
12088354.971834658,8088123
12088354.971834658,2285967
12088354.971834658,884196
12088354.971834658,125811094
12088354.971834658,149581749
12088354.971834658,8179016
12088354.971834658,0
12088354.971834658,2541486
12088354.971834658,549814
12088354.971834658,48932886
12088354.971834658,5434071
12088354.971834658,0
12088354.971834658,5266062
12088354.971834658,7283102
12088354.971834658,1556457
12088354.971834658,1131914
12088354.971834658,16
12088354.971834658,0
12088354.971834658,5246914
12088354.971834658,0
12088354.971834658,871944
12088354.971834658,0
12088354.971834658,709317
12088354.971834658,0
12088354.971834658,16751715
12088354.971834658,0
12088354.971834658,1953502
12088354.971834658,0
12088354.971834658,411120
12088354.971834658,2245264
12088354.971834658,2272434
12088354.971834658,37481486
12088354.971834658,0
12088354.971834658,285799
12088354.971834658,43800866
12088354.971834658,0
12088354.971834658,3460698
12088354.971834658,1293585
12088354.971834658,38805401
12088354.971834658,4979879
12088354.971834658,4095504
12088354.971834658,478434
12088354.971834658,18622314
12088354.971834658,8883172
12088354.971834658,36158948
12088354.971834658,2546853
12088354.971834658,307769
12088354.971834658,4774724
12088354.971834658,25629392
12088354.971834658,15490988
12088354.971834658,2097234
12088354.971834658,0
12088354.971834658,6929780
12088354.971834658,950766
12088354.971834658,18878
12088354.971834658,111036859
12088354.971834658,10480900
12088354.971834658,0
12088354.971834658,2595749
12088354.971834658,18525962
12088354.971834658,2146668
12088354.971834658,58964265
12088354.971834658,0
12088354.971834658,645383
12088354.971834658,2169858
12088354.971834658,1697861
12088354.971834658,38636207
12088354.971834658,38519271
12088354.971834658,86442
12088354.971834658,0
12088354.971834658,21059349
12088354.971834658,27748705
12088354.971834658,0
12088354.971834658,3210928
12088354.971834658,492651
12088354.971834658,136067641
12088354.971834658,0
12088354.971834658,63790273
12088354.971834658,6417985
12088354.971834658,52467
12088354.971834658,1010182
12088354.971834658,515232
12088354.971834658,26771743
12088354.971834658,0
12088354.971834658,2798728
12088354.971834658,2430174
12088354.971834658,7654056
12088354.971834658,0
12088354.971834658,11021538
12088354.971834658,124512
12088354.971834658,17686718
12088354.971834658,4371334
12088354.971834658,32432761
12088354.971834658,21223927
12088354.971834658,4412826
12088354.971834658,1039295
12088354.971834658,20196862
12088354.971834658,0
12088354.971834658,975732
12088354.971834658,312319
12088354.971834658,0
12088354.971834658,1891197
12088354.971834658,27768313
12088354.971834658,57925489
12088354.971834658,16932149
12088354.971834658,0
12088354.971834658,0
12088354.971834658,664313
12088354.971834658,8335123
12088354.971834658,2952772
12088354.971834658,64888182
12088354.971834658,508564
12088354.971834658,9774874
12088354.971834658,20209257
12088354.971834658,51112218
12088354.971834658,7601624
12088354.971834658,2905954
12088354.971834658,39270251
12088354.971834658,19480210
12088354.971834658,4323315
12088354.971834658,1035478
12088354.971834658,1146
12088354.971834658,20123649
12088354.971834658,4592875
12088354.971834658,22784
12088354.971834658,21451652
12088354.971834658,0
12088354.971834658,10326508
12088354.971834658,0
12088354.971834658,750147
12088354.971834658,1476887
12088354.971834658,7839900
12088354.971834658,68651814
12088354.971834658,2051018
12088354.971834658,2428753
12088354.971834658,3385833
12088354.971834658,6170
12088354.971834658,219317
12088354.971834658,501155
12088354.971834658,31596488
12088354.971834658,47044383
12088354.971834658,121085961
12088354.971834658,1028173
12088354.971834658,0
12088354.971834658,986020
12088354.971834658,6320565
12088354.971834658,1342948
12088354.971834658,4532130
12088354.971834658,24397086
12088354.971834658,1075828
12088354.971834658,17176224
12088354.971834658,0
12088354.971834658,0
12088354.971834658,7219860
12088354.971834658,47937688
12088354.971834658,65485872
12088354.971834658,0
12088354.971834658,1201323
12088354.971834658,868
12088354.971834658,31765
12088354.971834658,758378
12088354.971834658,394243792
12088354.971834658,2351902
12088354.971834658,6895365
12088354.971834658,40407
12088354.971834658,880630
12088354.971834658,81865812
12088354.971834658,118913
12088354.971834658,0
12088354.971834658,1777682
12088354.971834658,7694376
12088354.971834658,0
12088354.971834658,2080209
12088354.971834658,0
12088354.971834658,5561570
12088354.971834658,0
12088354.971834658,9767869
12088354.971834658,2005762
12088354.971834658,17502630
12088354.971834658,0
12088354.971834658,69502609
12088354.971834658,18325835
12088354.971834658,12216975
12088354.971834658,11840018
12088354.971834658,0
12088354.971834658,3311085
12088354.971834658,29367954
12088354.971834658,0
12088354.971834658,19995725
12088354.971834658,2535579
12088354.971834658,9499772
12088354.971834658,2919
12088354.971834658,36910530
12088354.971834658,138393757
12088354.971834658,853599
12088354.971834658,10499004
12088354.971834658,0
12088354.971834658,8327063
12088354.971834658,336563
12088354.971834658,50107
12088354.971834658,125401
12088354.971834658,0
12088354.971834658,0
12088354.971834658,21273749
12088354.971834658,21213035
12088354.971834658,534596
12088354.971834658,1641397
12088354.971834658,985238
12088354.971834658,15006123
12088354.971834658,22028827
12088354.971834658,4423191
12088354.971834658,4612752
12088354.971834658,0
12088354.971834658,0
12088354.971834658,1915164
12088354.971834658,38139314
12088354.971834658,12596533
12088354.971834658,12443537
12088354.971834658,0
12088354.971834658,0
12088354.971834658,10749937
12088354.971834658,0
12088354.971834658,274268
12088354.971834658,243583
12088354.971834658,0
12088354.971834658,0
12088354.971834658,4382091
12088354.971834658,2337417
12088354.971834658,0
12088354.971834658,2946975
12088354.971834658,41828794
12088354.971834658,941517
12088354.971834658,2818787
12088354.971834658,0
12088354.971834658,6580905
12088354.971834658,8175709
12088354.971834658,125679
12088354.971834658,0
12088354.971834658,0
12088354.971834658,22846461
12088354.971834658,10220967
12088354.971834658,0
12088354.971834658,7737958
12088354.971834658,5226986
12088354.971834658,16700769
12088354.971834658,1821443
12088354.971834658,0
12088354.971834658,475906
12088354.971834658,555050
12088354.971834658,8652311
12088354.971834658,306989
12088354.971834658,28404386
12088354.971834658,148959
12088354.971834658,7459903
12088354.971834658,0
12088354.971834658,62719516
12088354.971834658,6121568
12088354.971834658,26128730
12088354.971834658,0
12088354.971834658,693789
12088354.971834658,7299998
12088354.971834658,23555846
12088354.971834658,0
12088354.971834658,868157
12088354.971834658,2684566
12088354.971834658,30887
12088354.971834658,24728
12088354.971834658,855420
12088354.971834658,0
12088354.971834658,713227
12088354.971834658,751337
12088354.971834658,8614
12088354.971834658,0
12088354.971834658,0
12088354.971834658,0
12088354.971834658,24527
12088354.971834658,0
12088354.971834658,0
12088354.971834658,37609681
12088354.971834658,6989159
12088354.971834658,0
12088354.971834658,5517606
12088354.971834658,1903693
12088354.971834658,31661
12088354.971834658,2253081
12088354.971834658,5524678
12088354.971834658,1800310
12088354.971834658,23094040
12088354.971834658,10467548
12088354.971834658,3236365
12088354.971834658,1246614
12088354.971834658,1029182
12088354.971834658,5435138
12088354.971834658,2123103
12088354.971834658,7094560
12088354.971834658,147758
12088354.971834658,0
12088354.971834658,1807223
12088354.971834658,0
12088354.971834658,1989654
12088354.971834658,1368209
12088354.971834658,15177
12088354.971834658,8386153
12088354.971834658,476359
12088354.971834658,118193496
12088354.971834658,19576423
12088354.971834658,0
12088354.971834658,284450
12088354.971834658,965689
12088354.971834658,3515295
12088354.971834658,0
12088354.971834658,13285
12088354.971834658,1379885
12088354.971834658,0
12088354.971834658,3638342
12088354.971834658,10365894
12088354.971834658,3398041
12088354.971834658,0
12088354.971834658,4844989
12088354.971834658,58963003
12088354.971834658,0
12088354.971834658,0
12088354.971834658,54627
12088354.971834658,642093
12088354.971834658,3021342
12088354.971834658,921738
12088354.971834658,9561258
12088354.971834658,8064439
12088354.971834658,1562200
12088354.971834658,1246495
12088354.971834658,37668221
12088354.971834658,1833566
12088354.971834658,283403
12088354.971834658,27854162
12088354.971834658,32908279
12088354.971834658,19575909
12088354.971834658,3854859
12088354.971834658,2683551
12088354.971834658,4679163
12088354.971834658,0
12088354.971834658,0
12088354.971834658,27640289
12088354.971834658,0
12088354.971834658,4501081
12088354.971834658,0
12088354.971834658,1119534
12088354.971834658,0
12088354.971834658,0
12088354.971834658,43675783
12088354.971834658,19689
12088354.971834658,3675973
12088354.971834658,0
12088354.971834658,0
12088354.971834658,0
12088354.971834658,1183370
